representation_family,model,label_col,n_representations,representations,accuracy_family_mean,accuracy_family_std,accuracy_family_min,accuracy_family_max,balanced_accuracy_family_mean,balanced_accuracy_family_std,balanced_accuracy_family_min,balanced_accuracy_family_max,macro_f1_family_mean,macro_f1_family_std,macro_f1_family_min,macro_f1_family_max,weighted_f1_family_mean,weighted_f1_family_std,weighted_f1_family_min,weighted_f1_family_max
random_non_ecm,residual_mlp,tissue_system,10,random_non_ecm_programs_r1; random_non_ecm_programs_r10; random_non_ecm_programs_r2; random_non_ecm_programs_r3; random_non_ecm_programs_r4; random_non_ecm_programs_r5; random_non_ecm_programs_r6; random_non_ecm_programs_r7; random_non_ecm_programs_r8; random_non_ecm_programs_r9,0.6602936442961942,0.028477867756376275,0.612744264614183,0.6997176060027815,0.6691831201707841,0.03498621491655773,0.6164371337354628,0.7136419899002264,0.5938935098529752,0.03514306772601212,0.538019500060935,0.6411724442870937,0.6729393718267892,0.025235171648746623,0.6304239114354354,0.7113127389384291
matrisome_pca,tabicl,tissue_system,1,matrisome_pca9,0.9819079868566881,0.0,0.9819079868566881,0.9819079868566881,0.9752051875052914,0.0,0.9752051875052914,0.9752051875052914,0.978394938566779,0.0,0.978394938566779,0.978394938566779,0.9817670278442453,0.0,0.9817670278442453,0.9817670278442453
curated_ecm,tabicl,tissue_system,1,curated_9_ecm_programs,0.9659388706513157,0.0,0.9659388706513157,0.9659388706513157,0.9665296009990092,0.0,0.9665296009990092,0.9665296009990092,0.9674575642867687,0.0,0.9674575642867687,0.9674575642867687,0.9657240870527465,0.0,0.9657240870527465,0.9657240870527465
random_matrisome,tabicl,tissue_system,10,random_matrisome_programs_r1; random_matrisome_programs_r10; random_matrisome_programs_r2; random_matrisome_programs_r3; random_matrisome_programs_r4; random_matrisome_programs_r5; random_matrisome_programs_r6; random_matrisome_programs_r7; random_matrisome_programs_r8; random_matrisome_programs_r9,0.9201887675022918,0.006828394864735606,0.9125222851055618,0.935364529480189,0.8991184393672397,0.011840325290607684,0.8793691029206825,0.9133464908808782,0.9073104124722711,0.010621267368987641,0.8891784121711426,0.9202048051675119,0.9196481851629965,0.006716440498663986,0.9123576512705298,0.9343029641596401
random_non_ecm,tabicl,tissue_system,10,random_non_ecm_programs_r1; random_non_ecm_programs_r10; random_non_ecm_programs_r2; random_non_ecm_programs_r3; random_non_ecm_programs_r4; random_non_ecm_programs_r5; random_non_ecm_programs_r6; random_non_ecm_programs_r7; random_non_ecm_programs_r8; random_non_ecm_programs_r9,0.7280469276659409,0.02388430248923357,0.6822811749807143,0.7643519272298482,0.6426545807831923,0.04059337932963926,0.5802629153026735,0.6876153731986815,0.6568341034606301,0.039605387530074865,0.5916263185148629,0.6998051557350756,0.7249240416980218,0.02408108968705738,0.6795551998070037,0.7613977335297241
matrisome_pca,tabnet,tissue_system,1,matrisome_pca9,0.9749847495237779,0.0,0.9749847495237779,0.9749847495237779,0.9736487938135634,0.0,0.9736487938135634,0.9736487938135634,0.9668632756192099,0.0,0.9668632756192099,0.9668632756192099,0.9751992367484409,0.0,0.9751992367484409,0.9751992367484409
curated_ecm,tabnet,tissue_system,1,curated_9_ecm_programs,0.9482009929123117,0.0,0.9482009929123117,0.9482009929123117,0.9504530587934117,0.0,0.9504530587934117,0.9504530587934117,0.9450034536351335,0.0,0.9450034536351335,0.9450034536351335,0.9482363394404525,0.0,0.9482363394404525,0.9482363394404525
random_matrisome,tabnet,tissue_system,10,random_matrisome_programs_r1; random_matrisome_programs_r10; random_matrisome_programs_r2; random_matrisome_programs_r3; random_matrisome_programs_r4; random_matrisome_programs_r5; random_matrisome_programs_r6; random_matrisome_programs_r7; random_matrisome_programs_r8; random_matrisome_programs_r9,0.8913886661602117,0.009420078147583076,0.8776024552979396,0.9132299557279666,0.8864860950719147,0.01210709827098592,0.8635817417714098,0.9032660431581601,0.8683137001412107,0.01376671812877846,0.84294993247289,0.8888499822212778,0.8919723766650189,0.009505286710245938,0.8780324066289292,0.9138207972476357
random_non_ecm,tabnet,tissue_system,10,random_non_ecm_programs_r1; random_non_ecm_programs_r10; random_non_ecm_programs_r2; random_non_ecm_programs_r3; random_non_ecm_programs_r4; random_non_ecm_programs_r5; random_non_ecm_programs_r6; random_non_ecm_programs_r7; random_non_ecm_programs_r8; random_non_ecm_programs_r9,0.6676363045232458,0.027694087652443966,0.6180501022678995,0.7080548692788047,0.6378619730391843,0.03758836966798991,0.5762040639114843,0.6867801652241738,0.5936177983784299,0.037654703391404185,0.5342400978632321,0.6452009452802343,0.6751748101133606,0.02553043776655673,0.629736240466696,0.7157082507831041
matrisome_pca,xgboost,tissue_system,1,matrisome_pca9,0.9714472009166759,0.0,0.9714472009166759,0.9714472009166759,0.9623867105014157,0.0,0.9623867105014157,0.9623867105014157,0.9605894869273051,0.0,0.9605894869273051,0.9605894869273051,0.9714646434347323,0.0,0.9714646434347323,0.9714646434347323
curated_ecm,xgboost,tissue_system,1,curated_9_ecm_programs,0.9323830214727471,0.0,0.9323830214727471,0.9323830214727471,0.935235465115053,0.0,0.935235465115053,0.935235465115053,0.926900061276395,0.0,0.926900061276395,0.926900061276395,0.932200562876813,0.0,0.932200562876813,0.932200562876813
random_matrisome,xgboost,tissue_system,10,random_matrisome_programs_r1; random_matrisome_programs_r10; random_matrisome_programs_r2; random_matrisome_programs_r3; random_matrisome_programs_r4; random_matrisome_programs_r5; random_matrisome_programs_r6; random_matrisome_programs_r7; random_matrisome_programs_r8; random_matrisome_programs_r9,0.8648168046520306,0.009315986206842406,0.850363783078401,0.8824032171002502,0.8650427524705288,0.009242208335760605,0.845463869189359,0.8798424167162509,0.8397616728906433,0.013240004079736975,0.8158935716247548,0.8607274621101093,0.8654587611720219,0.009408339080536178,0.8497658158706234,0.8827117247510889
random_non_ecm,xgboost,tissue_system,10,random_non_ecm_programs_r1; random_non_ecm_programs_r10; random_non_ecm_programs_r2; random_non_ecm_programs_r3; random_non_ecm_programs_r4; random_non_ecm_programs_r5; random_non_ecm_programs_r6; random_non_ecm_programs_r7; random_non_ecm_programs_r8; random_non_ecm_programs_r9,0.6708909240735073,0.026154865441701668,0.6275008131246166,0.7094704914618404,0.6599823011990215,0.03443707258376809,0.6046710170039907,0.7078147631208331,0.6046061864385119,0.03509646833664303,0.5513285890982835,0.6547561267112901,0.6777826689318942,0.023748024732322452,0.6397446591247343,0.7154239306992985
