representation,representation_family,representation_kind,model,label_col,n_folds,mean_n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std
random_matrisome_programs_r10,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8612796250955987,0.0009630958286736691,0.8983992999425059,0.007197505577509854,0.8480480644798938,0.0026911617232522897,0.8625051629724542,0.001980436070982723
random_matrisome_programs_r2,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.864817518490524,0.0058588619339950436,0.8959633406386605,0.0032824964447347293,0.8451750661184804,0.007105823277057523,0.8672003497110283,0.00594344138442718
random_matrisome_programs_r5,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8766420296612025,0.012153809709360166,0.8948554512732525,0.011591253230180835,0.8466581111623451,0.015197585419646411,0.8802716233256541,0.011192814315427601
random_matrisome_programs_r4,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8752781511915039,0.00526747456640191,0.8908641528460542,0.010054838579526866,0.8340094864778352,0.010294407848257369,0.8795644282342661,0.004374348289162241
random_matrisome_programs_r1,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8749232879017912,0.009210854762441316,0.8893585281956332,0.004220044302215779,0.8403583641844495,0.0051447381788034575,0.8753945771742551,0.009075491305793063
random_matrisome_programs_r3,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8688603344978223,0.009443935271045307,0.8780563306017845,0.01125769835689261,0.8339289579599782,0.01088782203903941,0.8713222957391492,0.009286582566609285
random_matrisome_programs_r9,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8634534229321957,0.007673854787706499,0.8776717241435186,0.004265177067926146,0.8240423729992976,0.008435657924753388,0.8692761572306102,0.007459805296568362
random_matrisome_programs_r7,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8626431332376356,0.008621162686468446,0.8670184844351188,0.005405259580555143,0.8172237227029671,0.007272577753750907,0.8665924702971116,0.008504532389138633
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6798058027279869,0.010421442248916658,0.7015053285833156,0.01217850661730658,0.6291698784627525,0.009624360311574712,0.6934519184438542,0.010094517582539264
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6833935754280189,0.00822113848733634,0.6987939518729464,0.010173552772248143,0.6194107941767414,0.009331654476713244,0.6962416275170308,0.007999358347280853
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.652566951729577,0.005479980908726481,0.6957284005122193,0.008419597570703109,0.6100048840325684,0.0063808397947851606,0.6547700385455733,0.008031952046643472
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6652002202044899,0.011142521882826363,0.6861805307954869,0.010722341123436922,0.5998165705551918,0.01210430576077875,0.6766627032686247,0.00882586512237006
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6365978610640434,0.006952569786166073,0.6833818871925357,0.007335976393626748,0.5930196887292093,0.004888198935276719,0.6489319704259071,0.004995811895016465
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6670208786904908,0.008634333265674036,0.6738174331426219,0.015207900225038918,0.6119239239646389,0.012687559012565824,0.6763251720438815,0.009394100792848841
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6421571943874161,0.01532672241118922,0.6488903688676798,0.008086934365892291,0.5717791457191316,0.008371054066825307,0.6520363543251805,0.011237803007426724
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6150183446276886,0.016826739214565654,0.6256489400238842,0.008318032474736937,0.5447791487394288,0.012813716733485908,0.6328343559221639,0.015292892594741446
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.6005636642415313,0.022275661245967623,0.6202729727767353,0.019632035891824554,0.533130716359205,0.01886844921798899,0.618056740111958,0.01945837586225091
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.613604127135785,0.004846013050294332,0.6077219740330635,0.007075517626685144,0.5363990424989267,0.002966796000807982,0.6327938193366619,0.003696561590138233
matrisome_pca9,matrisome_pca,pca9,logistic_regression,tissue_system,5,9.0,0.9200017673568425,0.004359262897185417,0.9129635125754337,0.004927559000621109,0.8832381415703532,0.003720314132091961,0.9274751816871575,0.003823990806924751
curated_9_ecm_programs,curated_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.8432884176958902,0.0052123590780672885,0.887273856280863,0.007843220332959857,0.8422935268625829,0.004888976477646449,0.8434425663498043,0.005260890124896875
random_matrisome_programs_r1,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.7281173576023097,0.00879946631420182,0.7792080830475006,0.004003599142707346,0.6933578205466354,0.006300947162477224,0.7272324903484767,0.008760712685451866
random_matrisome_programs_r6,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.7482817498824847,0.0068447612721587985,0.7781127112278129,0.00962279268739916,0.7083718960853332,0.008425492955537097,0.7452891086005755,0.006698132907412384
random_matrisome_programs_r8,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.6972399479344847,0.006758487829575421,0.7720186836790333,0.003576359545872247,0.6970254045623225,0.0042934908299289,0.700773102076504,0.005162310364955633
random_matrisome_programs_r7,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.7472203780330313,0.005643051358734089,0.7704999515402079,0.00472800668489652,0.7000535084491758,0.006256183481539935,0.7511807193068106,0.0056194313183346774
random_matrisome_programs_r4,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.7095208432539645,0.006774636130477298,0.768089207472177,0.006641271034635123,0.6869016157530063,0.0077520931448790496,0.7115006955667192,0.006576165001439611
random_matrisome_programs_r2,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.688446964545468,0.006015908245905682,0.7669421000992023,0.002122553978163848,0.6892583684969413,0.002227591077741748,0.682511867623272,0.006120878380104726
random_matrisome_programs_r10,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.69309618571447,0.009635823210432992,0.7598461744693377,0.005783596104317685,0.6895721754800167,0.0057879925354040376,0.6968234756972844,0.009727701022049062
random_matrisome_programs_r5,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.6864754677717244,0.0106960241265695,0.754021149108409,0.00561024658424905,0.6745925006219696,0.004323642780645237,0.6864732069617634,0.012398324208180486
random_matrisome_programs_r3,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.7051741159352887,0.013412064641831364,0.7392802284903658,0.009404834000157503,0.6837889097667195,0.007620192099067461,0.7223248321540412,0.013685547740399803
random_matrisome_programs_r9,random_matrisome,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.6591872099552248,0.005073580508550128,0.723557111808138,0.006549399873980584,0.6376440133347556,0.0050102376171646664,0.6577716724099552,0.00522775738555615
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5705474451669239,0.008880682775426455,0.596102898686328,0.009034051034738325,0.5122427559335428,0.008218314288715821,0.5787224866349492,0.007434550884474303
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.553667859249438,0.013183664852992725,0.5952294175444759,0.010492770422141182,0.5061433992954758,0.012386318259433631,0.5544180729353665,0.01292687763320134
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5665040672831728,0.007914366702700973,0.5887718007397507,0.005261409175716408,0.5072826153965301,0.0073457486607783114,0.5769664712079244,0.008168503770632782
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5169288522664628,0.006742198833195017,0.5816966533500011,0.005840380704982191,0.4880654967125353,0.005217269649657842,0.525513154230158,0.008027751445048071
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5363348262646083,0.0073726272959519215,0.5774866145758069,0.00615090630305271,0.5024145781419262,0.007704983485938024,0.5423308932722761,0.008335716709198016
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5367393134610403,0.00365145973893419,0.5427003310727642,0.012280810509402888,0.48223713827007375,0.006123771830352798,0.5512728597136186,0.003826889559965146
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5157664958945347,0.006508375862752334,0.5366005484019265,0.01434581215205669,0.46114931710196494,0.008468498113182793,0.5284129728400556,0.0069919267967517434
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5005048459928568,0.008564090166398471,0.5359875479360231,0.007735821249347253,0.453034255393279,0.0050241192018092235,0.5137448712676141,0.01024247793979745
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5110663993667142,0.00964130111779272,0.5188468758883199,0.017852142285466964,0.4484003678052525,0.010799694897757959,0.5250762770672687,0.009819736438072543
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,logistic_regression,tissue_system,5,9.0,0.5115218640813198,0.006418911627034096,0.4963751618879722,0.007874690723283876,0.4320828417545637,0.0043035926755344844,0.5260466109444264,0.007416220540834503
matrisome_pca9,matrisome_pca,pca9,residual_mlp,tissue_system,5,9.0,0.9759448303726914,0.0019027214510814955,0.9777337641948687,0.0035068116369811114,0.9646108903159722,0.0031362350619041314,0.9763679157017264,0.0018544742503654038
curated_9_ecm_programs,curated_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.9524960148274089,0.006777489552414031,0.9609422495577113,0.0031159473444199283,0.9482055865918652,0.008651275488805937,0.9525046934646266,0.006625941833444896
random_matrisome_programs_r8,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.9021630966441547,0.005457349498170817,0.9168987877529515,0.003592801612198017,0.8872495973052604,0.006587794343318004,0.903032006964753,0.005386252569089499
random_matrisome_programs_r6,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.91540340877674,0.005408455871766908,0.9159218708520085,0.004799996155907739,0.8890480999532139,0.009606909064554725,0.9165116275960035,0.005870834126813088
random_matrisome_programs_r5,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.9030722382846526,0.004350571731281955,0.9134238491640747,0.004941271781442652,0.8741075183152379,0.005706541979807742,0.9045627263588611,0.0046788852567444614
random_matrisome_programs_r10,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.8889226312725365,0.006647378481998212,0.9111539733105849,0.006773690071155095,0.8764824295664303,0.00607780613093121,0.8900100871790249,0.007113124319922283
random_matrisome_programs_r1,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.8975127389523276,0.007423886096675941,0.9052469223306752,0.006075899615525809,0.8642485659632154,0.00996137663689796,0.8986905947361905,0.007471408328259805
random_matrisome_programs_r2,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.8889732512329676,0.0025740049133359815,0.9051650011324025,0.009348867848846911,0.8689732241363917,0.005278268068354671,0.8907456215589414,0.0028093135545071246
random_matrisome_programs_r4,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.8937233292252504,0.002821627257914317,0.9047345472212152,0.008312823392584474,0.8574942339906272,0.0016402573261632453,0.8958462300263503,0.003247378390609009
random_matrisome_programs_r3,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.8835153749190866,0.0032790063675133345,0.8959886939375243,0.0031933185345620944,0.8536033266512204,0.009576652833498985,0.8860625846881858,0.003634191158093459
random_matrisome_programs_r9,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.8837679383846282,0.005290955243765294,0.8886860556785001,0.00348263118607115,0.8456378863700225,0.006544440534189575,0.8864120162826747,0.004580016260093279
random_matrisome_programs_r7,random_matrisome,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.8807855875625071,0.007340197503732558,0.8781613517316826,0.005384278416253271,0.8396401451044687,0.004802046929412005,0.8831991117160104,0.00733131054588136
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6997176060027815,0.011607493625502743,0.7136419899002264,0.012138084206929583,0.6411724442870937,0.014310878125855842,0.7113127389384291,0.010422941186281506
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6935515354998012,0.006743005565733068,0.7007126635621711,0.012842492334608687,0.6222928744355616,0.00859455807824997,0.7053989261948116,0.00759185172666001
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6674743512976729,0.009166469523639247,0.6973667870189664,0.004823791473526965,0.6206775733793618,0.007712508538036319,0.6702255706290815,0.008144815953184564
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6562059445762513,0.006675381892977513,0.6960891953203804,0.008989736097854901,0.6080060535111864,0.008132967861630846,0.6652828046709303,0.007963669299124067
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6790467331800688,0.011353020502191388,0.6841687664484437,0.015001019180333287,0.607650282049808,0.013231692783249814,0.6893585439622535,0.00920760781267544
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6798560140509977,0.005516674318696186,0.6810553466823089,0.00714043999672774,0.6216979610790478,0.005774827426640303,0.689993377213697,0.005310706455308264
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6627237497386955,0.013026064520538517,0.6580594777400984,0.0140031419551562,0.5828423735868379,0.014402373375223754,0.6745336929077796,0.011412831673364566
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6249233836761865,0.009255922729760578,0.6274298640121186,0.011335121291362668,0.5518859314045341,0.006576758237611079,0.6461117810695247,0.007676776486688126
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.612744264614183,0.009875286209915225,0.6168699772876647,0.020688230287117502,0.538019500060935,0.015601852624773664,0.6304239114354354,0.010528417679440396
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,residual_mlp,tissue_system,5,9.0,0.6266928603253035,0.0034234371599099556,0.6164371337354628,0.007008026047992346,0.544690104735385,0.004697060448190876,0.6467523712459495,0.005037132422722202
matrisome_pca9,matrisome_pca,pca9,tabicl,tissue_system,5,9.0,0.9819079868566881,0.001976421065855277,0.9752051875052914,0.004130359587770434,0.978394938566779,0.003318390798021941,0.9817670278442453,0.002005447894819914
curated_9_ecm_programs,curated_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.9659388706513157,0.00409462433404707,0.9665296009990092,0.0030900119139369666,0.9674575642867687,0.0030648967778649037,0.9657240870527465,0.00414123625525811
random_matrisome_programs_r8,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9221244088963942,0.004768014124585917,0.9133464908808782,0.0030367446868146747,0.918678308406663,0.0034498385086909247,0.9218068789249123,0.004678593388483574
random_matrisome_programs_r10,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9171718510623871,0.0036355981557153775,0.9131815361770073,0.007379079161822469,0.9202048051675119,0.005074310806303288,0.9171218326014785,0.003606182465936177
random_matrisome_programs_r6,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.935364529480189,0.003588234983078848,0.9089863901780049,0.005543061263381922,0.9177748411799651,0.004840590227449575,0.9343029641596401,0.0035270136596133967
random_matrisome_programs_r5,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9281380065619509,0.0029208331077980225,0.9079410270972191,0.004993586610774088,0.9136178940575246,0.00319790177049327,0.9277614850729158,0.003088914763345106
random_matrisome_programs_r2,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.914746204875734,0.0028103695509209127,0.9027784826053477,0.005731876380009891,0.91145243787156,0.005013484372446743,0.9146096316830683,0.002875511583782188
random_matrisome_programs_r1,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9204564147966078,0.003815655237739689,0.8981325777937652,0.005017679457786554,0.9068199196324755,0.0022852594801276356,0.9198461314324995,0.0038320987378705775
random_matrisome_programs_r4,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9224784166015081,0.0032612911158619697,0.894454211230588,0.008672555846348864,0.9014654746661346,0.006535312404139134,0.9217473387884658,0.003255123796788658
random_matrisome_programs_r3,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9147459111675882,0.0058508728934474966,0.8928912014024839,0.004619206678817126,0.9036108426091364,0.0023468238241998625,0.9134362768148486,0.005939076321500497
random_matrisome_programs_r9,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9141396464749978,0.0027166475192160152,0.8801033733864203,0.005504719024813334,0.8903011889605977,0.0032260067046526934,0.9134916608816077,0.0027964656277149657
random_matrisome_programs_r7,random_matrisome,gene_set_scores,tabicl,tissue_system,5,9.0,0.9125222851055618,0.004199453411405634,0.8793691029206825,0.004694806567923546,0.8891784121711426,0.005373997925830902,0.9123576512705298,0.00400794323336159
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.7643519272298482,0.003132876788428054,0.6876153731986815,0.006949732906511202,0.6979449509288205,0.005561212975097562,0.7613977335297241,0.0035812853850768715
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.727258708223049,0.003726028782686972,0.6850830231968261,0.003877326847502964,0.6998051557350756,0.00290152077192066,0.7253079200030002,0.0038879843424494266
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.7178082910744777,0.00843470017385451,0.6755869502038593,0.007079636417065844,0.6874645772453233,0.007460796590992651,0.7180734093836058,0.008022431063475673
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.7589439429909935,0.010138491653368215,0.6688027917086854,0.011783094171712439,0.679988764954324,0.012276909004122235,0.7551213339800465,0.010568144920732131
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.7428241545068301,0.004329002022923549,0.6640845761425426,0.009209355757516193,0.6779675593747141,0.008048350827275449,0.7401056753218007,0.004187932862751019
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.7413581422219124,0.006998013706119974,0.6614174039522658,0.005885928114773886,0.6761931906215441,0.00839817178549502,0.7379446143756085,0.007055462182608595
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.7300380684066703,0.008762480053767074,0.6273524998190142,0.00989463455951587,0.648592327435367,0.013636767342716842,0.726878032052628,0.008748294029439038
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.710328974832149,0.008848899855394339,0.5907233655594929,0.008209373161516419,0.6082813171523478,0.010579519207520375,0.7066362810361191,0.008924979666759713
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.705275892192765,0.004374598055662049,0.585616908747882,0.006256833988106661,0.6004768726439224,0.005415651510885687,0.6982202174906813,0.003761754725204171
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,tabicl,tissue_system,5,9.0,0.6822811749807143,0.013677574788272022,0.5802629153026735,0.019366887633217447,0.5916263185148629,0.020769677012725005,0.6795551998070037,0.013780026815871241
matrisome_pca9,matrisome_pca,pca9,tabnet,tissue_system,5,9.0,0.9749847495237779,0.0015752893891936644,0.9736487938135634,0.0027811635216115375,0.9668632756192099,0.003081614530536095,0.9751992367484409,0.0016102030313279506
curated_9_ecm_programs,curated_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.9482009929123117,0.0015388764385400942,0.9504530587934117,0.005231416718245412,0.9450034536351335,0.002503471040614351,0.9482363394404525,0.00187693621946681
random_matrisome_programs_r6,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.9132299557279666,0.004787961152830429,0.9032660431581601,0.004587752432755649,0.8888499822212778,0.008799005177113206,0.9138207972476357,0.004644030856240824
random_matrisome_programs_r8,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8953911445461653,0.004391033861569844,0.896553235738768,0.003740825584088528,0.8828765974738388,0.0023341297355271825,0.8957431882109794,0.004334055049044872
random_matrisome_programs_r5,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8980187342379289,0.006130220015856578,0.8961318701318799,0.006496790074938931,0.8726745020833834,0.006558588597439491,0.8992156794022765,0.006317451740827751
random_matrisome_programs_r10,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8857895954017053,0.00596605478198643,0.8946028134252417,0.007339868426156455,0.8804650441424654,0.00601781090185176,0.885675087944399,0.006132348321296369
random_matrisome_programs_r2,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8873558387838543,0.004479127479390847,0.8906184279334128,0.007139832999228339,0.8734545184133864,0.009962054173413955,0.8876212498518747,0.0043320767840912345
random_matrisome_programs_r4,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8948358318319102,0.007190514094290544,0.8878143750573104,0.009330806438308109,0.8646650140072086,0.010754245495321568,0.8959374066176882,0.007486373768053309
random_matrisome_programs_r1,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8928640413500204,0.005413546600357616,0.8868568343860549,0.005828674484892268,0.8688717452968977,0.00522486802021209,0.8929576642048614,0.005507225530738077
random_matrisome_programs_r9,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8850816566109938,0.0031328044971596306,0.8735125420741771,0.008572134182730817,0.851821468073816,0.007219718885563895,0.8864602316450577,0.00345888564258257
random_matrisome_programs_r3,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8837174078136327,0.01119176726411939,0.8719230670427309,0.01185786920043315,0.8565081972269422,0.009696095150660236,0.8842600548964882,0.01123979632065358
random_matrisome_programs_r7,random_matrisome,gene_set_scores,tabnet,tissue_system,5,9.0,0.8776024552979396,0.00458149066291978,0.8635817417714098,0.005009137070679433,0.84294993247289,0.006083586089684558,0.8780324066289292,0.004534778241538245
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.7080548692788047,0.0054438616598257794,0.6867801652241738,0.009155413316671343,0.6452009452802343,0.004381364815103714,0.7157082507831041,0.004914226614213601
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6758127383266016,0.010848262406913374,0.6728468771337309,0.0063595623044700195,0.6252631038554632,0.011053774316897573,0.675419916330967,0.009671330016662606
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.7050222560539953,0.016260060487311333,0.6683331790866776,0.019114961992762088,0.6268872916668335,0.017994197655634515,0.7108780693394985,0.01568923451758548
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6601980001540052,0.006508486527300165,0.6620755853942628,0.009803140099769698,0.6086943429491714,0.007629546966091269,0.6644376776743536,0.006069840848327344
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6802597733620248,0.011897305486955627,0.6575666333712695,0.010260341797680395,0.6106768168917316,0.011868281737517175,0.686273058774063,0.011415906415244816
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6811703452334935,0.003005974140594308,0.6499169093866649,0.010853370000020181,0.613140426610061,0.0040057148493193116,0.6876604364340015,0.004001681861580051
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6694957912261204,0.00998682877290147,0.6229635499127978,0.0058424645317860565,0.5816759351469658,0.012374156374333213,0.6775026165397,0.008860238710055575
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6457946931535227,0.013902599534715874,0.595520521304926,0.010126288978753529,0.5539526709719388,0.011961664365685626,0.6578890512608713,0.013049525186373841
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6180501022678995,0.01273817825481067,0.5864122456658551,0.014575784249920103,0.5364463525486685,0.01107890510632192,0.629736240466696,0.01183204794673655
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,tabnet,tissue_system,5,9.0,0.6325044761759914,0.002992027145375104,0.5762040639114843,0.004046386465072724,0.5342400978632321,0.0028640813442610395,0.6462427835303508,0.0037451586779307074
matrisome_pca9,matrisome_pca,pca9,xgboost,tissue_system,5,9.0,0.9714472009166759,0.0013960535152990688,0.9623867105014157,0.006420686733060861,0.9605894869273051,0.003947259501966273,0.9714646434347323,0.00142160326876285
curated_9_ecm_programs,curated_ecm,gene_set_scores,xgboost,tissue_system,5,9.0,0.9323830214727471,0.00466945027240505,0.935235465115053,0.008705418909650068,0.926900061276395,0.005803585467020709,0.932200562876813,0.004676428632725494
random_matrisome_programs_r8,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8701232284450466,0.00792410625151403,0.8798424167162509,0.007780246760614998,0.8607274621101093,0.006823488801425282,0.8708660157370234,0.00803905396470166
random_matrisome_programs_r10,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8565794774881006,0.00412322507513859,0.8717301788007703,0.008391853763585358,0.8506934194222702,0.0032745051320403696,0.8563803140903807,0.004412280764066374
random_matrisome_programs_r1,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8763893768062253,0.005606710205491208,0.8700250429657744,0.0060774818212893395,0.8502163051585366,0.004559370275098738,0.8766640075617133,0.005830810935077153
random_matrisome_programs_r6,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8824032171002502,0.0038617305483532056,0.8699521625289887,0.004474570616389807,0.8492610202658766,0.005357801888400406,0.8827117247510889,0.0042242447477027845
random_matrisome_programs_r4,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8700222694624106,0.004554090578327826,0.8686332070534896,0.01157154225860807,0.8345220233462477,0.004546255650296219,0.8712404921640273,0.005004354469755042
random_matrisome_programs_r5,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.8632499214969206,0.005193482748748345,0.8665899923429073,0.004822458227679147,0.8357168701052966,0.0033536655097297194,0.8645513150269416,0.005522914400223647
random_matrisome_programs_r2,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.850363783078401,0.0014667593027299195,0.864974167436368,0.00666132510495133,0.8452395539569272,0.0066077062173591885,0.8497658158706234,0.0013863033832744085
random_matrisome_programs_r3,random_matrisome,gene_set_scores,xgboost,tissue_system,5,9.0,0.862289802338249,0.008117187924255564,0.8571570284949619,0.006234226632710407,0.833086433640789,0.0049013890857076865,0.8625658602320115,0.008456604769197202
