representation,representation_family,representation_kind,model,label_col,n_folds,mean_n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,residual_mlp,tissue,5,9.0,0.616042780748663,0.01060923175968568,0.5959225123868428,0.00992244984863276,0.5392341015867989,0.012811930292899284,0.6311463234103177,0.008805077911623818
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,residual_mlp,tissue,5,9.0,0.5781512605042016,0.012906976872945942,0.5776259041869924,0.011806605372314866,0.5174185876755696,0.01633198844071649,0.5977461986809521,0.009505414268119272
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,residual_mlp,tissue,5,9.0,0.573720397249809,0.007607095694137552,0.5617344120105964,0.013909760804533594,0.5020847031375102,0.009872252773091228,0.5923628181543267,0.0060836550669599926
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,residual_mlp,tissue,5,9.0,0.5545709192768017,0.008486138436808165,0.5404115647480066,0.006609049973479052,0.48548679229564395,0.0037963042194674094,0.5765546762181228,0.006954067119611777
matrisome_pca9,matrisome_pca,pca9,tabicl,tissue,5,9.0,0.9668449197860962,0.0032467282812343634,0.95185129942677,0.0051011673459538855,0.9564959049631758,0.004150448476287717,0.9664117385655453,0.0031310186390014257
curated_9_ecm_programs,curated_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.9470842882607589,0.002465743506373366,0.9213431833945297,0.006754899663191737,0.9262131674938064,0.004893367138274062,0.9461694084398591,0.0023022493094756085
random_matrisome_programs_r6,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.9252355487649606,0.00374114951305464,0.8890146678125863,0.0026062656150601373,0.8938947318837329,0.0027877110428134694,0.9229912986441718,0.004133043474168637
random_matrisome_programs_r5,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.9221797810033104,0.005242519677090009,0.8863095106759132,0.008103531764932868,0.895424226144336,0.005218250747605473,0.9214053508066676,0.0054049744236745806
random_matrisome_programs_r2,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.9033868092691624,0.0027454712446026855,0.8793935206221188,0.0033667173814325596,0.8896734462354378,0.004760838157774941,0.902785754602184,0.002659119039927243
random_matrisome_programs_r10,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.8947797300738477,0.002851140311133869,0.8632032527690958,0.00673048093950834,0.8727616276968974,0.0055412535550850885,0.8944473874122995,0.0028840437794657343
random_matrisome_programs_r4,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.9065444359562006,0.0060282070706087374,0.8587170508488663,0.009069712345285459,0.8669992287174668,0.008475838110884789,0.904889807030829,0.005901639113274168
random_matrisome_programs_r9,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.902724726254138,0.00298709005319382,0.8584223939812364,0.002282458770257219,0.8682372087628878,0.0036654042949319687,0.9012369184841132,0.0030027972253797407
random_matrisome_programs_r8,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.9009931245225363,0.003410373117959384,0.8530498691300685,0.007901434371849876,0.8626930248098882,0.008221052250051205,0.8994944152652113,0.0035228431129106603
random_matrisome_programs_r3,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.8916221033868093,0.005117334020710137,0.8476484364245358,0.008207904772107404,0.8599247176891657,0.0044651711669321205,0.8891851683145606,0.0052195432032517775
random_matrisome_programs_r1,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.9046600458365164,0.004585348976968616,0.846089148363015,0.005044375440677741,0.8586190141246443,0.004492094992775524,0.9021578389025218,0.004758632837513393
random_matrisome_programs_r7,random_matrisome,gene_set_scores,tabicl,tissue,5,9.0,0.8956455309396485,0.003226693977378585,0.843380534408468,0.0089211692795252,0.8548534697434104,0.005027570463609151,0.8943275715165366,0.0033138345290928887
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6782276546982429,0.01063633510136519,0.6049912723011845,0.007012280758312624,0.6171582493375339,0.006882792721236697,0.6694829784201454,0.00953989566891753
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.7204481792717088,0.005706373005522516,0.5950335328423347,0.008566165046976902,0.6088847021955361,0.010534604983709847,0.7102984596744195,0.005309770757723583
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6972752737458621,0.005073556162123664,0.5947333095618067,0.0075658937801126105,0.6085142152709715,0.007879923465520966,0.6868193271272871,0.006058079271478206
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.7139292080468551,0.006343938729419922,0.581236203052238,0.008209289207114329,0.5897598354153396,0.006565786547819014,0.7002100663329637,0.0064392778374877425
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6877005347593583,0.0034414150051492107,0.5804478507900775,0.005557945819715527,0.5899981701291324,0.006818550627762223,0.6742823223428355,0.0031562456658101134
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6914183855360326,0.007539280872359161,0.571151761054412,0.007990557524963467,0.5824157914889261,0.010364568692333391,0.6801107762016525,0.007564003935082569
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6701807995925643,0.004240929110581322,0.5597071237858126,0.009841722581315267,0.5762102764290308,0.009358087118166119,0.6576476076160194,0.003903621047538251
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6613700025464733,0.007085238318949446,0.5394047224617577,0.007698162414583139,0.5515037725454998,0.011504956190578355,0.6498892870642942,0.0073715525815287765
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6522026992615227,0.003606295078604613,0.5362031577375801,0.009743795494693307,0.548539568125626,0.009311294819372224,0.6396929115828802,0.003317148316146871
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,tabicl,tissue,5,9.0,0.6341227400050929,0.004478898062830797,0.5014385607302991,0.005635870197621767,0.5101716008678768,0.00546556669843218,0.6193819361014695,0.0050192879626703045
matrisome_pca9,matrisome_pca,pca9,tabnet,tissue,5,9.0,0.9541634835752483,0.0041312553686118254,0.9502843482055485,0.0063652287555439275,0.9408609296753502,0.004521092591597399,0.9548090918900595,0.004046851467435065
curated_9_ecm_programs,curated_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.9214158390628979,0.006076634067033221,0.9079300989119272,0.004370764339525525,0.8950718723525253,0.0038306748753067447,0.9230584935893095,0.005021875425933574
random_matrisome_programs_r6,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8935574229691877,0.009732725590499607,0.8693019391968339,0.005068896528953974,0.853618120980465,0.009889278629012517,0.8959840323953957,0.008758882611450334
random_matrisome_programs_r2,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8692640692640692,0.006031648319395148,0.8630983774594846,0.004373638563842249,0.849433828718358,0.005099675121274987,0.870523058782466,0.0054834404017577625
random_matrisome_programs_r5,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8847975553857907,0.005720446582978944,0.8620024764341998,0.009513471514004689,0.845685026522259,0.008899079642829814,0.887567692962223,0.005663549897006206
random_matrisome_programs_r10,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8606060606060606,0.0036034169495918144,0.8490282240199661,0.005844506354348907,0.8296764211728579,0.003828054408334774,0.8622282789141613,0.00366236801339204
random_matrisome_programs_r4,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8703335879806469,0.008214339764741842,0.8421014050122244,0.006593535576817117,0.8235191700709672,0.007914675940218543,0.8732653350129572,0.007025780692960816
random_matrisome_programs_r8,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8630506748153808,0.005453021161934977,0.8399550775380181,0.00877033727986501,0.8163662013993849,0.007922321940777632,0.8676261327150829,0.004390119475467594
random_matrisome_programs_r9,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.864985994397759,0.006169406003759796,0.8379124819276564,0.004710158733389511,0.8197667059581448,0.0076208646225515405,0.8676957888936547,0.005464340220665697
random_matrisome_programs_r3,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8496562261268144,0.005892430987280169,0.8348221497585365,0.004605780844750202,0.81469928630581,0.006732771716259213,0.8533633199228599,0.00529937601240232
random_matrisome_programs_r1,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8621848739495798,0.009550326739385223,0.8270513064461061,0.013354589184260695,0.8030572002694942,0.012522742229757139,0.8650523392179904,0.008112256005438915
random_matrisome_programs_r7,random_matrisome,gene_set_scores,tabnet,tissue,5,9.0,0.8570919276801631,0.0024971022504978505,0.8243507806910347,0.006029463378375439,0.8050132074463304,0.0052765234582534135,0.8594596345854846,0.002176070909041975
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.6390628978864272,0.00787943146659079,0.5989364903052555,0.0037049816566434427,0.5599554960213918,0.00662662093756462,0.6523883132812431,0.005680489794108775
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.630201171377642,0.008163660852590435,0.5961469533855387,0.010694728190420968,0.5533288236498484,0.00872649988189885,0.645478416096589,0.009345740159987995
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.5922587216704864,0.01403695820959575,0.5870297766052259,0.011459644896463646,0.5439740738473445,0.013123330836473454,0.6035733893798114,0.013483183600475741
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.6111026228673289,0.00785932537791393,0.5806452160267492,0.006808136349662942,0.5400771160943554,0.006134504116138746,0.6254692479829632,0.007692889008349309
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.5926152279093456,0.018334182152799302,0.5690043852573972,0.01087322462679681,0.5319934860593407,0.008797654807737644,0.6087272310477942,0.013813347119785595
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.607537560478737,0.011053453499363826,0.5587729193376941,0.009254457251029023,0.5236583892600116,0.012440726986235138,0.6193514646639139,0.009601799634741743
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.5765215176979883,0.0028172786729695654,0.5574221012144343,0.009204721986283103,0.5131670312746772,0.009239998338514363,0.5912721306686459,0.0031437267782287288
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.5640947288006111,0.01562331310149943,0.536007721252433,0.013513949814150814,0.49457014791864395,0.015264057746246241,0.5828880914142333,0.013684331674489103
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.5584415584415584,0.011396142997863705,0.5258171093111313,0.005337803101470398,0.48729124550611413,0.002953055872362891,0.578405204534223,0.010844106334662056
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,tabnet,tissue,5,9.0,0.5351667939903234,0.0074583411635974275,0.5019169143430342,0.003845831467517892,0.46318077683387526,0.0059144256088192,0.5600741299857287,0.007849350077307077
matrisome_pca9,matrisome_pca,pca9,xgboost,tissue,5,9.0,0.9533995416348358,0.003487831661474695,0.9382715585642417,0.0046948379161708,0.9362460002654934,0.0036790724103069796,0.9536196958731715,0.0033701547676821477
curated_9_ecm_programs,curated_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.9065444359562006,0.004270185651388776,0.8807560214098569,0.009153691814340848,0.8703863592441315,0.007650893966049191,0.9085107182961988,0.003734400509811802
random_matrisome_programs_r2,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8619811560988031,0.004190476685658091,0.853838581792191,0.005086465212815524,0.8435473546080784,0.004115998099081117,0.863536464744891,0.0038900484145131605
random_matrisome_programs_r6,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8829640947288006,0.005132517519671643,0.85259349215087,0.0036968912091320818,0.8415553649396692,0.004990627197528302,0.8854248213160396,0.005083221172212111
random_matrisome_programs_r5,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8751209574738986,0.005923164387698838,0.8477041471709714,0.0069223124404107035,0.8337379417596464,0.006951819673834042,0.8769165037576997,0.005990008617053787
random_matrisome_programs_r4,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8595874713521772,0.004697121385350141,0.8341945285532608,0.012264969420388879,0.8122398454504312,0.007958188547713347,0.8619652969609474,0.004553005193094496
random_matrisome_programs_r10,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8404379933791699,0.006220070136296189,0.832431078790696,0.009541273331215202,0.8108650233757864,0.004800242898959252,0.8423469823621879,0.006329396862550864
random_matrisome_programs_r3,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8379933791698496,0.004915154923939819,0.8248348399277887,0.00670870223932271,0.8023278772442606,0.006365437393751975,0.8411124894837998,0.004721702421837211
random_matrisome_programs_r9,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8555131143366438,0.0011791023073888672,0.8248214191180121,0.007045995302311841,0.810562611835398,0.004822197311255972,0.8575135501865416,0.001149512965677686
random_matrisome_programs_r8,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.849503437738732,0.004261064560906914,0.8227519253438249,0.005264798165278318,0.805713147423415,0.004304287629915115,0.8543543303944026,0.00409855287698099
random_matrisome_programs_r1,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8627960275019098,0.005805511980273158,0.8196149457892725,0.008883776008801459,0.8053150210495433,0.009565938252163113,0.8652307855584841,0.005909217520875271
random_matrisome_programs_r7,random_matrisome,gene_set_scores,xgboost,tissue,5,9.0,0.8457346574993634,0.0029974920233383343,0.8071847813932033,0.005709888469688799,0.7901057676883616,0.00526052287233009,0.8478269976656719,0.002872939415596106
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.6726763432645786,0.00564513522889495,0.6324584388694637,0.007180506273027713,0.5938419652309304,0.007687990196561927,0.6823062682218797,0.0047877528796731305
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.6482811306340717,0.006261217686214602,0.6194313819217061,0.01047648498784866,0.5754564098011248,0.0074922352790784755,0.6585231883923045,0.00613753780997527
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.6114081996434937,0.012188006746553688,0.6145579432907251,0.01620890203851145,0.5660466459214647,0.013879850551887632,0.619566417978599,0.011825586905213094
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.6427298192004074,0.0039020079061630837,0.6091389632639308,0.003176795967230986,0.5720664572427479,0.003000309580218067,0.6513442166090796,0.004589260910698242
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.6343773873185639,0.004110484089428296,0.6021457863441151,0.007615405266760865,0.566631573090824,0.0064012933971385,0.6411258795899739,0.0034982052414960487
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.6275528393175452,0.00649145900602976,0.5880379337419308,0.005106242477537261,0.548817227162595,0.004145154505724211,0.6372586884385217,0.006510552868654032
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.594856124267889,0.0029212386859587642,0.5859289705039823,0.004034718438085911,0.5341821533728159,0.003244912126974279,0.6062492035566189,0.003239109380363237
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.5967405143875733,0.006692139149830066,0.5669501571042469,0.008116403170391317,0.5262606116922892,0.0061987541555524155,0.6096747549873667,0.00703685736549729
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.5875222816399287,0.0032347225888872894,0.5513470540038871,0.013554493172483069,0.5119227356265593,0.009756180722904673,0.5994377177841819,0.002531044841891385
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,xgboost,tissue,5,9.0,0.5700534759358289,0.007596176738917112,0.5350554756025151,0.0031291420197354382,0.49524604952922735,0.004939296111680067,0.5852324764352158,0.00860290193826905
matrisome_pca9,matrisome_pca,pca9,dense_mlp,tissue_system,5,9.0,0.9753889685519026,0.002208111011319285,0.9769061247295762,0.0024761062213013454,0.9637194633737665,0.004125761357186528,0.9758978865197762,0.0019658330215231697
curated_9_ecm_programs,curated_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.9542651339187831,0.0041308189643297554,0.9640743553234769,0.0025262428854257507,0.94987587599592,0.0054179939667018066,0.9543684273114901,0.004183999427382704
random_matrisome_programs_r8,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.9053967084000403,0.006437313589446732,0.9188340769191571,0.004071245234178746,0.8897692941211194,0.00953306513334728,0.9060300206663843,0.006203155519402688
random_matrisome_programs_r6,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.9157062729547281,0.0030951197690416913,0.9177195823082226,0.0015736117640544217,0.8856163583276396,0.007112237580321479,0.9170726663502966,0.0028962739184525965
random_matrisome_programs_r5,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.9032740285507304,0.006002157234733357,0.9159322220435089,0.006783807637606844,0.8779289713495005,0.0039821378666380705,0.9045318589711352,0.006260934919018683
random_matrisome_programs_r10,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.8919546698509737,0.00488365684543819,0.914397270641054,0.007777848585753822,0.8811526936688017,0.009628573238301063,0.8926269212365723,0.0044522979836948305
random_matrisome_programs_r4,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.9006470007354197,0.004773199191556011,0.9104874203438339,0.007916462892512343,0.8639223902618,0.007083833079415878,0.9027291693560964,0.0044240082457121825
random_matrisome_programs_r2,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.8919547847802483,0.0032125463993117947,0.9090685506036367,0.003725350249264965,0.8740208116167583,0.0031654113423523946,0.8927442440861011,0.0033806748718306447
random_matrisome_programs_r1,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.8970077397204383,0.005424096707122242,0.9064878050134386,0.004287995109479544,0.8656606400847655,0.002567289509310737,0.8977786049286566,0.005370990182575787
random_matrisome_programs_r3,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.8927124624069537,0.007214686973332704,0.9003941884181987,0.0023101408430184107,0.8646673289924809,0.006006378322933612,0.8936348170658549,0.007184574572464736
random_matrisome_programs_r9,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.8872547776418633,0.0025444695071584326,0.892399161924893,0.0034826822179883166,0.8478079547812369,0.005056704698750507,0.8904976041999447,0.002102350732951036
random_matrisome_programs_r7,random_matrisome,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.8887201769706508,0.0034043794257291077,0.8860477436424048,0.005083788522708063,0.8514488638997058,0.005059974833725563,0.8897480972296744,0.0031764292082203695
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.7084596757232212,0.00520068903927686,0.7198940025454104,0.009894463973180544,0.649584966675176,0.006666298282757967,0.7196952609751996,0.005069954596653649
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6989082485123363,0.008472796504785612,0.7113985561703066,0.016652055208446793,0.6297108330096014,0.01112413970477578,0.7101164099847549,0.009596557014571976
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6749542804961319,0.00816149963454431,0.7052271999876515,0.004767502527808193,0.6271602080510161,0.009011369414766202,0.675097690107495,0.006944699691928242
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6623200925870234,0.005688081674033135,0.7027001590023875,0.004234050162659049,0.6130002943855624,0.004910275325732277,0.6701409088807811,0.006432115062288111
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6871327993719243,0.010815199240212223,0.6965116676527261,0.009442750064653069,0.6182547760117639,0.013322771825465127,0.696322217293674,0.009222941782664251
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6882962922666773,0.00781877152642705,0.6876121915739818,0.012860404649601058,0.6271153562098725,0.00960531835825651,0.6958665403446131,0.0067178436368514035
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6714671986104285,0.006854028586344317,0.6662714088693762,0.012220790639140994,0.5911305800489123,0.00878307712415974,0.6829048241403521,0.0063096067555945
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6337672935036995,0.006740491550893445,0.6369558929212292,0.007843337540679505,0.5598487750092269,0.0043964492675090585,0.6536831800646252,0.0065157747007268275
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6386189306648289,0.005730507251198789,0.6267703809848217,0.004935189696539195,0.5534406970157458,0.0026345409734844128,0.6547660082849505,0.005404247896603466
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,dense_mlp,tissue_system,5,9.0,0.6166358975459152,0.010988786270814677,0.6212444854911869,0.019157947965225304,0.5398465128877687,0.014466747432570266,0.6328058197084604,0.010987713377906884
matrisome_pca9,matrisome_pca,pca9,extra_trees,tissue_system,5,9.0,0.972508393987258,0.0016824104591575283,0.9559313013443292,0.00653547375314578,0.9640882537095097,0.004393620334858086,0.972092101827085,0.0017075766020746026
curated_9_ecm_programs,curated_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.937335770855545,0.0026011487949794,0.9291484491481408,0.0038761288705953345,0.9333867449732252,0.0026733804132712587,0.9364728376695701,0.002673802736467003
random_matrisome_programs_r8,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8924598861714926,0.0068814311922918816,0.8823232001962399,0.005855915290195354,0.8880466818016964,0.006610412795022222,0.8919659467974057,0.006979412239819191
random_matrisome_programs_r2,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8858399471938293,0.002149959771035928,0.8768920243621858,0.007233553826017401,0.8778318305106076,0.006568014766699457,0.8850983751785325,0.0021678283159524982
random_matrisome_programs_r6,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.9053467269355782,0.0046592724042636945,0.8744071974923872,0.007770945882980692,0.8790606248096708,0.006696253684159533,0.9038910211221058,0.004706466309823708
random_matrisome_programs_r5,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.894026346642271,0.005166776083677498,0.8700631615904244,0.006928087920448971,0.8665312779866872,0.00571298690814183,0.8926428743763453,0.005460695145527617
random_matrisome_programs_r10,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8793205202516237,0.003772595919922047,0.8690261439503205,0.00813394093724673,0.8727854223348045,0.005250850322734506,0.8786682853706955,0.003965161418777481
random_matrisome_programs_r1,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8927124624069537,0.00596216261090864,0.8636650404759804,0.003852455381928892,0.8692405482908707,0.0028784668443438857,0.891560507566093,0.006010697032130751
random_matrisome_programs_r9,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8827063877563035,0.0026414770732911645,0.8508110486683507,0.004023859062775189,0.8494350061794551,0.004831488114539947,0.8818408994437578,0.002969185476834139
random_matrisome_programs_r3,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8856876403653576,0.008493513020315474,0.8489563910092255,0.005671964391193562,0.8561905364710641,0.007817189172689176,0.8824813095516462,0.00885468522016973
random_matrisome_programs_r4,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8873054231421331,0.0045509755335519765,0.8482146776293147,0.009268595330851078,0.8389705803541252,0.00818758732548618,0.885219765083785,0.004705082000975255
random_matrisome_programs_r7,random_matrisome,gene_set_scores,extra_trees,tissue_system,5,9.0,0.8814427148439969,0.005297491441575973,0.8456019722872264,0.005301480730953853,0.8412634242672548,0.003970479573608062,0.8805946610259202,0.005371142004462909
random_non_ecm_programs_r10,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.7028498373686917,0.0073087587191144965,0.6931921282069682,0.008585726328519673,0.6726436939164262,0.003041641448062397,0.6983911806138613,0.0070354115188929365
random_non_ecm_programs_r6,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.7357996644831382,0.008501977207480615,0.6842953408057649,0.00947092356168393,0.6586073894655293,0.008632588517407083,0.7332173498493626,0.007643470728572289
random_non_ecm_programs_r8,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.6923890641985987,0.009566145380336878,0.6657020479353254,0.011424572587395081,0.652227435002519,0.012088305678669828,0.6927024481355203,0.009289056418678485
random_non_ecm_programs_r4,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.733929050072514,0.009465147940098086,0.6632666220934856,0.012391869383848106,0.6429115364654803,0.011338053944381784,0.7300595670388762,0.008848351804164418
random_non_ecm_programs_r5,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.7161910574042354,0.008695127712342885,0.6612192125601967,0.007081619528565748,0.6443498955626585,0.007897427472192365,0.7152910156225389,0.008107769921212978
random_non_ecm_programs_r2,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.7132609227824683,0.00321724581989741,0.6511701899815389,0.009699051383221734,0.6327996174654403,0.007904670863308712,0.7096756325271947,0.0029411143451479774
random_non_ecm_programs_r3,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.702091546785856,0.0074436615477101835,0.6289140134227933,0.009684653664585732,0.625966505587227,0.012352963535929387,0.7014553458446541,0.007126696536265677
random_non_ecm_programs_r7,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.6793507083410432,0.007048216610011605,0.5950600877670833,0.009935841793611557,0.5861839540897146,0.013049136492779133,0.6814152026356721,0.007460275732958263
random_non_ecm_programs_r9,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.6551439342308288,0.012406034149419657,0.5881184072683718,0.016100421942948848,0.5670880851252347,0.01479314709466662,0.6572496523302366,0.012573530856166238
random_non_ecm_programs_r1,random_non_ecm,gene_set_scores,extra_trees,tissue_system,5,9.0,0.67212428758216,0.003292417213046022,0.5778333101334721,0.007426757414527584,0.5663136841230028,0.007655105348273245,0.6712103665913508,0.002963413740906553
matrisome_pca9,matrisome_pca,pca9,ft_transformer_lite,tissue_system,5,9.0,0.9665451353439061,0.0038855735530652635,0.9722247798109065,0.004338925433407462,0.9502444037537486,0.0028667736505208425,0.9677278814950452,0.0037231513993890193
curated_9_ecm_programs,curated_ecm,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.9411763496495871,0.00820708802878173,0.9545005810645885,0.003876129368988226,0.9303102761597323,0.01152054339600335,0.9416251724577954,0.00765735867811934
random_matrisome_programs_r8,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8808871084215959,0.011994473608146709,0.9051080237951432,0.008138721027321097,0.863308109384411,0.012430866903292422,0.8829989798754759,0.011349163181255211
random_matrisome_programs_r6,random_matrisome,gene_set_scores,ft_transformer_lite,tissue_system,5,9.0,0.8950880121998702,0.009456110042202067,0.8994549632960915,0.007441889676530656,0.8638200930117957,0.012951974186098966,0.8956812675830692,0.010087118034159969
